onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index	event_sample	task_name
3	0.133	0.133	10	TWOPULSE-4	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	29	1536	temporalpattern
4.3164	0.133	0.017	7	TWOPULSE-1	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	19	2210	temporalpattern
6.0664	0.133	0.067	9	TWOPULSE-3	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	25	3106	temporalpattern
7.4336	0.133	0	4	ONEPULSE-4	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	11	3806	temporalpattern
9.168	0.267	0	5	ONEPULSE-5	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	13	4694	temporalpattern
10.6348	0.133	0.067	9	TWOPULSE-3	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	26	5445	temporalpattern
12.0684	0.133	0.267	11	TWOPULSE-5	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	32	6179	temporalpattern
13.418	0.133	0.033	8	TWOPULSE-2	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	22	6870	temporalpattern
14.9355	0.017	0	1	ONEPULSE-1	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	2	7647	temporalpattern
16.1855	0.533	0	6	ONEPULSE-6	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	17	8287	temporalpattern
17.6348	0.133	0	4	ONEPULSE-4	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	12	9029	temporalpattern
18.9355	0.133	0.033	8	TWOPULSE-2	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	23	9695	temporalpattern
20.2031	0.533	0	6	ONEPULSE-6	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	18	10344	temporalpattern
21.4863	0.133	0.017	7	TWOPULSE-1	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	20	11001	temporalpattern
23.1855	0.267	0	5	ONEPULSE-5	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	15	11871	temporalpattern
24.8203	0.033	0	2	ONEPULSE-2	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	6	12708	temporalpattern
26.3203	0.133	0.533	12	TWOPULSE-6	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	35	13476	temporalpattern
28.0039	0.133	0.533	12	TWOPULSE-6	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	34	14338	temporalpattern
29.4375	0.067	0	3	ONEPULSE-3	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	7	15072	temporalpattern
31.0703	0.133	0.067	9	TWOPULSE-3	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	27	15908	temporalpattern
32.5879	0.067	0	3	ONEPULSE-3	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	9	16685	temporalpattern
34.0703	0.133	0.267	11	TWOPULSE-5	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	33	17444	temporalpattern
35.6211	0.533	0	6	ONEPULSE-6	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	16	18238	temporalpattern
37.1875	0.133	0	4	ONEPULSE-4	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	10	19040	temporalpattern
38.8711	0.133	0.133	10	TWOPULSE-4	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	30	19902	temporalpattern
40.2715	0.067	0	3	ONEPULSE-3	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	8	20619	temporalpattern
41.9375	0.017	0	1	ONEPULSE-1	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	1	21472	temporalpattern
43.5723	0.133	0.267	11	TWOPULSE-5	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	31	22309	temporalpattern
44.9551	0.017	0	1	ONEPULSE-1	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	3	23017	temporalpattern
46.5566	0.267	0	5	ONEPULSE-5	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	14	23837	temporalpattern
48.2891	0.133	0.133	10	TWOPULSE-4	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	28	24724	temporalpattern
49.8555	0.133	0.033	8	TWOPULSE-2	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	24	25526	temporalpattern
51.2734	0.133	0.017	7	TWOPULSE-1	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	21	26252	temporalpattern
52.6074	0.133	0.533	12	TWOPULSE-6	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	36	26935	temporalpattern
53.9062	0.033	0	2	ONEPULSE-2	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	4	27600	temporalpattern
55.5078	0.033	0	2	ONEPULSE-2	sub-p05_ses-nyuecog01_task-temporalpattern_acq-clinical_run-03.mat	5	28420	temporalpattern
