onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index	event_sample	task_name
3	0.5	0.35	3	VERTICAL-L-R-1	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	1	1536	prf
3.8496	0.5	0.35	4	VERTICAL-L-R-2	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	2	1971	prf
4.7012	0.5	0.35	5	VERTICAL-L-R-3	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	3	2407	prf
5.5508	0.5	0.35	6	VERTICAL-L-R-4	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	4	2842	prf
6.4004	0.5	0.35	7	VERTICAL-L-R-5	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	5	3277	prf
7.25	0.5	0.35	8	VERTICAL-L-R-6	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	6	3712	prf
8.1016	0.5	0.35	9	VERTICAL-L-R-7	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	7	4148	prf
8.9512	0.5	0.35	10	VERTICAL-L-R-8	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	8	4583	prf
9.8008	0.5	0.35	11	VERTICAL-L-R-9	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	9	5018	prf
10.6523	0.5	0.35	12	VERTICAL-L-R-10	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	10	5454	prf
11.502	0.5	0.35	13	VERTICAL-L-R-11	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	11	5889	prf
12.3516	0.5	0.35	14	VERTICAL-L-R-12	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	12	6324	prf
13.2012	0.5	0.35	15	VERTICAL-L-R-13	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	13	6759	prf
14.0527	0.5	0.35	16	VERTICAL-L-R-14	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	14	7195	prf
14.9023	0.5	0.35	17	VERTICAL-L-R-15	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	15	7630	prf
15.752	0.5	0.35	18	VERTICAL-L-R-16	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	16	8065	prf
16.6016	0.5	0.35	19	VERTICAL-L-R-17	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	17	8500	prf
17.4531	0.5	0.35	20	VERTICAL-L-R-18	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	18	8936	prf
18.3027	0.5	0.35	21	VERTICAL-L-R-19	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	19	9371	prf
19.1523	0.5	0.35	22	VERTICAL-L-R-20	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	20	9806	prf
20.002	0.5	0.35	23	VERTICAL-L-R-21	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	21	10241	prf
20.8535	0.5	0.35	24	VERTICAL-L-R-22	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	22	10677	prf
21.7031	0.5	0.35	25	VERTICAL-L-R-23	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	23	11112	prf
22.5527	0.5	0.35	26	VERTICAL-L-R-24	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	24	11547	prf
23.4023	0.5	0.35	27	VERTICAL-L-R-25	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	25	11982	prf
24.2539	0.5	0.35	28	VERTICAL-L-R-26	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	26	12418	prf
25.1035	0.5	0.35	29	VERTICAL-L-R-27	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	27	12853	prf
25.9531	0.5	0.35	30	VERTICAL-L-R-28	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	28	13288	prf
26.8027	0.5	0.35	59	DIAGONAL-RD-LU-1	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	29	13723	prf
27.6543	0.5	0.35	60	DIAGONAL-RD-LU-2	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	30	14159	prf
28.5039	0.5	0.35	61	DIAGONAL-RD-LU-3	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	31	14594	prf
29.3535	0.5	0.35	62	DIAGONAL-RD-LU-4	sub-p13_ses-nyuecog01_task-prf_acq-clinical_run-02.mat	32	15029	prf
