onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index	event_sample	task_name
33.849	0.5	0.35	3	VERTICAL-L-R-1	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	1	n/a	prf
34.699	0.5	0.35	4	VERTICAL-L-R-2	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	2	n/a	prf
35.55	0.5	0.35	5	VERTICAL-L-R-3	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	3	n/a	prf
36.399	0.5	0.35	6	VERTICAL-L-R-4	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	4	n/a	prf
37.249	0.5	0.35	7	VERTICAL-L-R-5	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	5	n/a	prf
38.099	0.5	0.35	8	VERTICAL-L-R-6	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	6	n/a	prf
38.949	0.5	0.35	9	VERTICAL-L-R-7	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	7	n/a	prf
39.799	0.5	0.35	10	VERTICAL-L-R-8	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	8	n/a	prf
40.651	0.5	0.35	11	VERTICAL-L-R-9	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	9	n/a	prf
41.499	0.5	0.35	12	VERTICAL-L-R-10	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	10	n/a	prf
42.35	0.5	0.35	13	VERTICAL-L-R-11	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	11	n/a	prf
43.2	0.5	0.35	14	VERTICAL-L-R-12	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	12	n/a	prf
44.05	0.5	0.35	15	VERTICAL-L-R-13	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	13	n/a	prf
44.9	0.5	0.35	16	VERTICAL-L-R-14	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	14	n/a	prf
45.75	0.5	0.35	17	VERTICAL-L-R-15	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	15	n/a	prf
46.6	0.5	0.35	18	VERTICAL-L-R-16	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	16	n/a	prf
47.45	0.5	0.35	19	VERTICAL-L-R-17	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	17	n/a	prf
48.3	0.5	0.35	20	VERTICAL-L-R-18	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	18	n/a	prf
49.15	0.5	0.35	21	VERTICAL-L-R-19	sub-p02_ses-umcuiemu01_task-prf_acq-clinical_run-01.mat	19	n/a	prf
