onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index	event_sample	task_name
3.0000	0.5000	0.0000	5	CRF-5	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	15	1536	spatialpattern
4.6836	0.5000	0.0000	2	CRF-2	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	5	2398	spatialpattern
6.0508	0.5000	0.0000	8	CIRCULAR	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	22	3098	spatialpattern
7.6836	0.5000	0.0000	3	CRF-3	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	8	3934	spatialpattern
9.3008	0.5000	0.0000	8	CIRCULAR	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	24	4762	spatialpattern
10.8008	0.5000	0.0000	8	CIRCULAR	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	23	5530	spatialpattern
12.4355	0.5000	0.0000	4	CRF-4	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	10	6367	spatialpattern
13.9355	0.5000	0.0000	1	CRF-1	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	1	7135	spatialpattern
15.2520	0.5000	0.0000	7	PLAID	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	20	7809	spatialpattern
16.5859	0.5000	0.0000	1	CRF-1	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	3	8492	spatialpattern
18.1855	0.5000	0.0000	4	CRF-4	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	11	9311	spatialpattern
19.6191	0.5000	0.0000	10	SPARSITY-2	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	29	10045	spatialpattern
20.9023	0.5000	0.0000	9	SPARSITY-1	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	25	10702	spatialpattern
22.4531	0.5000	0.0000	11	SPARSITY-3	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	32	11496	spatialpattern
23.9355	0.5000	0.0000	11	SPARSITY-3	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	33	12255	spatialpattern
25.6523	0.5000	0.0000	9	SPARSITY-1	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	27	13134	spatialpattern
27.0703	0.5000	0.0000	6	GRATING	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	18	13860	spatialpattern
28.5859	0.5000	0.0000	6	GRATING	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	16	14636	spatialpattern
30.3203	0.5000	0.0000	2	CRF-2	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	4	15524	spatialpattern
31.7031	0.5000	0.0000	6	GRATING	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	17	16232	spatialpattern
33.0039	0.5000	0.0000	4	CRF-4	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	12	16898	spatialpattern
34.2715	0.5000	0.0000	12	SPARSITY-4	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	35	17547	spatialpattern
35.6367	0.5000	0.0000	9	SPARSITY-1	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	26	18246	spatialpattern
37.3887	0.5000	0.0000	11	SPARSITY-3	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	31	19143	spatialpattern
39.0039	0.5000	0.0000	10	SPARSITY-2	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	30	19970	spatialpattern
40.7383	0.5000	0.0000	1	CRF-1	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	2	20858	spatialpattern
42.0723	0.5000	0.0000	7	PLAID	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	21	21541	spatialpattern
43.5215	0.5000	0.0000	7	PLAID	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	19	22283	spatialpattern
44.9062	0.5000	0.0000	10	SPARSITY-2	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	28	22992	spatialpattern
46.4727	0.5000	0.0000	5	CRF-5	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	14	23794	spatialpattern
48.1387	0.5000	0.0000	3	CRF-3	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	7	24647	spatialpattern
49.3887	0.5000	0.0000	2	CRF-2	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	6	25287	spatialpattern
50.8555	0.5000	0.0000	5	CRF-5	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	13	26038	spatialpattern
52.2891	0.5000	0.0000	12	SPARSITY-4	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	36	26772	spatialpattern
53.8242	0.5000	0.0000	3	CRF-3	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	9	27558	spatialpattern
55.5059	0.5000	0.0000	12	SPARSITY-4	sub-p05_ses-nyuecog01_task-spatialpattern_acq-clinical_run-04.mat	34	28419	spatialpattern
