onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index	event_sample	task_name
5.5	0.267	0	123	ONEPULSE-5	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	14	n/a	temporalpattern
6.735	0.033	0	120	ONEPULSE-2	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	4	n/a	temporalpattern
8.244	0.133	0.533	130	TWOPULSE-6	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	34	n/a	temporalpattern
9.836	0.133	0.267	129	TWOPULSE-5	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	32	n/a	temporalpattern
11.132	0.133	0.033	126	TWOPULSE-2	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	22	n/a	temporalpattern
12.486	0.133	0.133	128	TWOPULSE-4	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	29	n/a	temporalpattern
13.966	0.533	0	124	ONEPULSE-6	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	16	n/a	temporalpattern
15.267	0.133	0	122	ONEPULSE-4	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	10	n/a	temporalpattern
16.964	0.133	0.067	127	TWOPULSE-3	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	26	n/a	temporalpattern
18.283	0.133	0.033	126	TWOPULSE-2	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	23	n/a	temporalpattern
19.686	0.033	0	120	ONEPULSE-2	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	5	n/a	temporalpattern
20.937	0.067	0	121	ONEPULSE-3	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	8	n/a	temporalpattern
22.488	0.133	0.133	128	TWOPULSE-4	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	30	n/a	temporalpattern
23.89	0.133	0	122	ONEPULSE-4	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	12	n/a	temporalpattern
25.57	0.533	0	124	ONEPULSE-6	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	18	n/a	temporalpattern
26.828	0.133	0.033	126	TWOPULSE-2	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	24	n/a	temporalpattern
28.431	0.067	0	121	ONEPULSE-3	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	7	n/a	temporalpattern
30.082	0.017	0	119	ONEPULSE-1	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	1	n/a	temporalpattern
31.427	0.267	0	123	ONEPULSE-5	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	13	n/a	temporalpattern
32.861	0.067	0	121	ONEPULSE-3	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	9	n/a	temporalpattern
34.562	0.133	0.133	128	TWOPULSE-4	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	28	n/a	temporalpattern
36.195	0.133	0.067	127	TWOPULSE-3	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	25	n/a	temporalpattern
37.522	0.267	0	123	ONEPULSE-5	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	15	n/a	temporalpattern
38.956	0.133	0.067	127	TWOPULSE-3	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	27	n/a	temporalpattern
40.357	0.133	0.533	130	TWOPULSE-6	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	35	n/a	temporalpattern
41.884	0.133	0.533	130	TWOPULSE-6	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	36	n/a	temporalpattern
43.102	0.133	0.267	129	TWOPULSE-5	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	33	n/a	temporalpattern
44.559	0.133	0.017	125	TWOPULSE-1	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	19	n/a	temporalpattern
46.142	0.133	0.017	125	TWOPULSE-1	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	20	n/a	temporalpattern
47.446	0.017	0	119	ONEPULSE-1	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	2	n/a	temporalpattern
49.005	0.133	0	122	ONEPULSE-4	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	11	n/a	temporalpattern
50.504	0.017	0	119	ONEPULSE-1	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	3	n/a	temporalpattern
52.143	0.133	0.017	125	TWOPULSE-1	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	21	n/a	temporalpattern
53.794	0.133	0.267	129	TWOPULSE-5	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	31	n/a	temporalpattern
55.145	0.533	0	124	ONEPULSE-6	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	17	n/a	temporalpattern
56.642	0.033	0	120	ONEPULSE-2	sub-p01_ses-umcuiemu01_task-temporalpattern_acq-clinical_run-02.mat	6	n/a	temporalpattern
