name	type	units	low_cutoff	high_cutoff	sampling_frequency	notch	reference	group	description	status	status_description
G01	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G02	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G03	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G04	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G05	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G06	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G07	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G08	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G09	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G10	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G11	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G12	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G13	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G14	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G15	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G16	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G17	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G18	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G19	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G20	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G21	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G22	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G23	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G24	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G25	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G26	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G27	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G28	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G29	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G30	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G31	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G32	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G33	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G34	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G35	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G36	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G37	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G38	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G39	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G40	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G41	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G42	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G43	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G44	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G45	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G46	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G47	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G48	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G49	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G50	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G51	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G52	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G53	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G54	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G55	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G56	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G57	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G58	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G59	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G60	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G61	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G62	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G63	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
G64	ECOG	unknown	500	0.15	512	n/a	n/a	grid	n/a	good	n/a
OF01	ECOG	unknown	500	0.15	512	n/a	n/a	strip	n/a	good	n/a
OF02	ECOG	unknown	500	0.15	512	n/a	n/a	strip	n/a	good	n/a
OF03	ECOG	unknown	500	0.15	512	n/a	n/a	strip	n/a	good	n/a
OF04	ECOG	unknown	500	0.15	512	n/a	n/a	strip	n/a	good	n/a
OF05	ECOG	unknown	500	0.15	512	n/a	n/a	strip	n/a	good	n/a
OF06	ECOG	unknown	500	0.15	512	n/a	n/a	strip	n/a	good	n/a
AT01	ECOG	unknown	500	0.15	512	n/a	n/a	strip	n/a	good	n/a
AT02	ECOG	unknown	500	0.15	512	n/a	n/a	strip	n/a	good	n/a
AT03	ECOG	unknown	500	0.15	512	n/a	n/a	strip	n/a	good	n/a
AT04	ECOG	unknown	500	0.15	512	n/a	n/a	strip	n/a	good	n/a
