onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index	event_sample	task_name
3.0000	0.0333	0.0000	26	ONEPULSE-2	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	108	1536	soc
4.5996	0.5000	0.0000	24	SCENES-4	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	96	2355	soc
6.0508	0.0167	0.0000	25	ONEPULSE-1	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	102	3098	soc
7.3164	0.5000	0.0000	12	SPARSITY-4	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	72	3746	soc
8.7344	0.1333	0.5333	36	TWOPULSE-6	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	168	4472	soc
10.4004	0.1333	0.2667	35	TWOPULSE-5	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	162	5325	soc
11.8672	0.5000	0.0000	23	SCENES-3	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	94	6076	soc
13.3008	0.5000	0.0000	5	CRF-5	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	30	6810	soc
14.9512	0.5000	0.0000	10	SPARSITY-2	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	60	7655	soc
16.5859	0.5000	0.0000	11	SPARSITY-3	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	66	8492	soc
17.9688	0.2667	0.0000	29	ONEPULSE-5	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	126	9200	soc
19.5020	0.0667	0.0000	27	ONEPULSE-3	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	114	9985	soc
21.2188	0.5000	0.0000	2	CRF-2	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	12	10864	soc
22.5703	0.1333	0.0000	28	ONEPULSE-4	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	120	11556	soc
24.1191	0.5000	0.0000	15	FACES-3	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	78	12349	soc
25.8711	0.5000	0.0000	21	SCENES-1	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	90	13246	soc
27.5039	0.5000	0.0000	8	CIRCULAR	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	48	14082	soc
29.2051	0.5000	0.0000	19	LETTERS-3	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	86	14953	soc
30.7871	0.5000	0.0000	17	LETTERS-1	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	82	15763	soc
32.2871	0.5000	0.0000	7	PLAID	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	42	16531	soc
33.6055	0.5000	0.0000	6	GRATING	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	36	17206	soc
34.9883	0.1333	0.0167	31	TWOPULSE-1	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	138	17914	soc
36.2715	0.5000	0.0000	16	FACES-4	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	80	18571	soc
37.5547	0.5000	0.0000	14	FACES-2	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	76	19228	soc
38.9727	0.5000	0.0000	18	LETTERS-2	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	84	19954	soc
40.3223	0.5000	0.0000	1	CRF-1	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	6	20645	soc
41.8887	0.5000	0.0000	20	LETTERS-4	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	88	21447	soc
43.4062	0.5333	0.0000	30	ONEPULSE-6	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	132	22224	soc
44.6562	0.1333	0.0333	32	TWOPULSE-2	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	144	22864	soc
46.2227	0.5000	0.0000	4	CRF-4	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	24	23666	soc
47.7734	0.5000	0.0000	3	CRF-3	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	18	24460	soc
49.1250	0.5000	0.0000	9	SPARSITY-1	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	54	25152	soc
50.5918	0.1333	0.0667	33	TWOPULSE-3	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	150	25903	soc
52.3242	0.5000	0.0000	13	FACES-1	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	74	26790	soc
54.0078	0.1333	0.1333	34	TWOPULSE-4	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	156	27652	soc
55.3242	0.5000	0.0000	22	SCENES-2	sub-p03_ses-nyuecog01_task-soc_acq-clinical_run-05.mat	92	28326	soc
