onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index	stim_file_index2	category_repeat	event_sample	task_name
3	0.133	0.017	3	FACES-SAMETWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	69	59	1	1536	sixcatlocdiffisi
4.7344	0.133	0.067	3	FACES-DIFFTWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	72	105	0	2424	sixcatlocdiffisi
6.2168	0.133	0.033	1	BODIES-SAMETWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	24	1	1	3183	sixcatlocdiffisi
7.6172	0.133	0.133	2	BUILDINGS-DIFFTWOPULSE-4	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	39	108	0	3900	sixcatlocdiffisi
9.1348	0.133	0.067	1	BODIES-DIFFTWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	17	144	0	4677	sixcatlocdiffisi
10.418	0.133	0.533	6	SCRAMBLED-SAMETWOPULSE-6	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	131	124	1	5334	sixcatlocdiffisi
11.834	0.133	0.267	5	SCENES-DIFFTWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	116	122	0	6059	sixcatlocdiffisi
13.4844	0.133	0.133	4	OBJECTS-DIFFTWOPULSE-4	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	86	102	0	6904	sixcatlocdiffisi
15.0859	0.133	0.033	6	SCRAMBLED-DIFFTWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	122	17	0	7724	sixcatlocdiffisi
16.3848	0.133	0.033	2	BUILDINGS-SAMETWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	34	25	1	8389	sixcatlocdiffisi
17.8691	0.133	0.533	2	BUILDINGS-DIFFTWOPULSE-6	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	46	135	0	9149	sixcatlocdiffisi
19.4863	0.133	0.033	5	SCENES-DIFFTWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	114	94	0	9977	sixcatlocdiffisi
21.1855	0.133	0.133	1	BODIES-DIFFTWOPULSE-4	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	8	109	0	10847	sixcatlocdiffisi
22.7188	0.133	0.133	4	OBJECTS-SAMETWOPULSE-4	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	95	74	1	11632	sixcatlocdiffisi
24.3535	0.133	0.017	3	FACES-DIFFTWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	50	20	0	12469	sixcatlocdiffisi
25.7363	0.133	0.017	4	OBJECTS-SAMETWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	88	73	1	13177	sixcatlocdiffisi
27.2871	0.133	0.033	6	SCRAMBLED-SAMETWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	121	134	1	13971	sixcatlocdiffisi
28.8203	0.133	0.067	5	SCENES-DIFFTWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	118	138	0	14756	sixcatlocdiffisi
30.3047	0.133	0.017	4	OBJECTS-DIFFTWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	80	39	0	15516	sixcatlocdiffisi
31.9531	0.133	0.267	4	OBJECTS-DIFFTWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	78	26	0	16360	sixcatlocdiffisi
33.5703	0.133	0.133	6	SCRAMBLED-SAMETWOPULSE-4	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	141	128	1	17188	sixcatlocdiffisi
35.1035	0.133	0.067	1	BODIES-SAMETWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	22	12	1	17973	sixcatlocdiffisi
36.7715	0.133	0.033	1	BODIES-SAMETWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	1	22	1	18827	sixcatlocdiffisi
38.3887	0.133	0.267	5	SCENES-DIFFTWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	104	6	0	19655	sixcatlocdiffisi
39.8711	0.133	0.133	3	FACES-DIFFTWOPULSE-4	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	60	75	0	20414	sixcatlocdiffisi
41.1895	0.133	0.017	6	SCRAMBLED-DIFFTWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	130	46	0	21089	sixcatlocdiffisi
42.8047	0.133	0.017	5	SCENES-SAMETWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	112	110	1	21916	sixcatlocdiffisi
44.2383	0.133	0.033	3	FACES-DIFFTWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	62	81	0	22650	sixcatlocdiffisi
45.8066	0.133	0.267	1	BODIES-DIFFTWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	6	92	0	23453	sixcatlocdiffisi
47.3887	0.133	0.033	6	SCRAMBLED-DIFFTWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	137	86	0	24263	sixcatlocdiffisi
49.123	0.133	0.533	4	OBJECTS-DIFFTWOPULSE-6	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	75	8	0	25151	sixcatlocdiffisi
50.8574	0.133	0.067	3	FACES-DIFFTWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	51	18	0	26039	sixcatlocdiffisi
52.207	0.133	0.033	1	BODIES-DIFFTWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	13	119	0	26730	sixcatlocdiffisi
53.5742	0.133	0.267	1	BODIES-SAMETWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	12	24	1	27430	sixcatlocdiffisi
55.3242	0.133	0.267	2	BUILDINGS-DIFFTWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	30	66	0	28326	sixcatlocdiffisi
56.7402	0.133	0.067	6	SCRAMBLED-DIFFTWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	138	111	0	29051	sixcatlocdiffisi
58.457	0.133	0.017	1	BODIES-DIFFTWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	18	38	0	29930	sixcatlocdiffisi
60.0078	0.133	0.067	1	BODIES-DIFFTWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	3	30	0	30724	sixcatlocdiffisi
61.6738	0.133	0.267	2	BUILDINGS-SAMETWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	27	35	1	31577	sixcatlocdiffisi
63.291	0.133	0.533	6	SCRAMBLED-DIFFTWOPULSE-6	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	144	37	0	32405	sixcatlocdiffisi
64.9746	0.133	0.033	5	SCENES-DIFFTWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	120	2	0	33267	sixcatlocdiffisi
66.6758	0.133	0.033	1	BODIES-DIFFTWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	20	55	0	34138	sixcatlocdiffisi
68.1094	0.133	0.533	6	SCRAMBLED-SAMETWOPULSE-6	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	140	125	1	34872	sixcatlocdiffisi
69.8262	0.133	0.133	4	OBJECTS-SAMETWOPULSE-4	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	84	93	1	35751	sixcatlocdiffisi
71.375	0.133	0.533	3	FACES-SAMETWOPULSE-6	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	56	49	1	36544	sixcatlocdiffisi
73.0098	0.133	0.267	4	OBJECTS-DIFFTWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	83	70	0	37381	sixcatlocdiffisi
74.4258	0.133	0.267	6	SCRAMBLED-DIFFTWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	132	72	0	38106	sixcatlocdiffisi
75.9258	0.133	0.017	4	OBJECTS-DIFFTWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	94	106	0	38874	sixcatlocdiffisi
77.3262	0.133	0.017	4	OBJECTS-SAMETWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	93	76	1	39591	sixcatlocdiffisi
79.0762	0.133	0.033	5	SCENES-SAMETWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	100	99	1	40487	sixcatlocdiffisi
80.5273	0.133	0.267	3	FACES-DIFFTWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-04.mat	66	118	0	41230	sixcatlocdiffisi
