onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index	event_sample	task_name
3	0.267	0	123	ONEPULSE-5	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	14	1536	temporalpattern
4.6836	0.033	0	120	ONEPULSE-2	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	4	2398	temporalpattern
6.3516	0.133	0.533	130	TWOPULSE-6	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	34	3252	temporalpattern
7.8008	0.133	0.267	129	TWOPULSE-5	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	32	3994	temporalpattern
9.5352	0.133	0.033	126	TWOPULSE-2	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	22	4882	temporalpattern
10.9844	0.133	0.133	128	TWOPULSE-4	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	29	5624	temporalpattern
12.5684	0.533	0	124	ONEPULSE-6	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	16	6435	temporalpattern
14.002	0.133	0	122	ONEPULSE-4	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	10	7169	temporalpattern
15.3691	0.133	0.067	127	TWOPULSE-3	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	26	7869	temporalpattern
16.9688	0.133	0.033	126	TWOPULSE-2	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	23	8688	temporalpattern
18.252	0.033	0	120	ONEPULSE-2	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	5	9345	temporalpattern
19.6035	0.067	0	121	ONEPULSE-3	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	8	10037	temporalpattern
20.9863	0.133	0.133	128	TWOPULSE-4	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	30	10745	temporalpattern
22.6367	0.133	0	122	ONEPULSE-4	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	12	11590	temporalpattern
24.1699	0.533	0	124	ONEPULSE-6	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	18	12375	temporalpattern
25.4707	0.133	0.033	126	TWOPULSE-2	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	24	13041	temporalpattern
26.8867	0.067	0	121	ONEPULSE-3	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	7	13766	temporalpattern
28.6367	0.017	0	119	ONEPULSE-1	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	1	14662	temporalpattern
30.1543	0.267	0	123	ONEPULSE-5	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	13	15439	temporalpattern
31.7051	0.067	0	121	ONEPULSE-3	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	9	16233	temporalpattern
32.9551	0.133	0.133	128	TWOPULSE-4	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	28	16873	temporalpattern
34.6875	0.133	0.067	127	TWOPULSE-3	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	25	17760	temporalpattern
36.0215	0.267	0	123	ONEPULSE-5	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	15	18443	temporalpattern
37.3379	0.133	0.067	127	TWOPULSE-3	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	27	19117	temporalpattern
38.8223	0.133	0.533	130	TWOPULSE-6	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	35	19877	temporalpattern
40.5391	0.133	0.533	130	TWOPULSE-6	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	36	20756	temporalpattern
42.1562	0.133	0.267	129	TWOPULSE-5	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	33	21584	temporalpattern
43.7227	0.133	0.017	125	TWOPULSE-1	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	19	22386	temporalpattern
45.4062	0.133	0.017	125	TWOPULSE-1	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	20	23248	temporalpattern
46.8066	0.017	0	119	ONEPULSE-1	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	2	23965	temporalpattern
48.3066	0.133	0	122	ONEPULSE-4	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	11	24733	temporalpattern
49.9395	0.017	0	119	ONEPULSE-1	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	3	25569	temporalpattern
51.1895	0.133	0.017	125	TWOPULSE-1	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	21	26209	temporalpattern
52.7402	0.133	0.267	129	TWOPULSE-5	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	31	27003	temporalpattern
54.041	0.533	0	124	ONEPULSE-6	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	17	27669	temporalpattern
55.5078	0.033	0	120	ONEPULSE-2	sub-p11_ses-nyuecog03_task-temporalpattern_acq-clinical_run-02.mat	6	28420	temporalpattern
